Uniprot ID,Protein names,Predicted Class by Proteintox
P0DV64,Scolopendrasin-9 ,Neurotoxic
P0DV80,Bradykinin-potentiating peptide 10 g-AP ,Non-toxic
P0DV81,Bradykinin-potentiating peptide-like ,Non-toxic
P0DW17,Consomatin Ro2   ,Non-toxic
P0DW19,Consomatin Nc1   ,Non-toxic
P0DW20,Consomatin Gh1   ,Non-toxic
P0DW21,Consomatin Mrc1   ,Non-toxic
P0DW22,Consomatin Mrc3   ,Non-toxic
P0DW23,Consomatin Ar1   ,Non-toxic
P0DW24,Consomatin Rs1   ,Non-toxic
P0DW25,Consomatin Te1   ,Non-toxic
P0DW29,Disintegrin morulustatin,Neurotoxic
P0DW73,Conotoxin Kt6.1,Neurotoxic
P0DW74,Conotoxin Vi6.2,Neurotoxic
P0DW75,Conotoxin Vi6.4,Neurotoxic
P0DW76,Conotoxin Vi6.9 ,Neurotoxic
P0DW77,Conotoxin Tr6.2,Neurotoxic
P0DW78,Conotoxin Tr6.3,Neurotoxic
P0DX30,Venom peptide 4  ,Non-toxic
P0DX50,Omega-ctenitoxin-Pb1a  ,Neurotoxic
P0DX51,GAMMA-ctenitoxin-Pb1a  ,Non-toxic
P0DX99,Omega-hexatoxin-Hr2b ,Neurotoxic
P0DXA0,U7-hexatoxin-Hi1a   ,Non-toxic
P0DXA1,U11-hexatoxin-Hi1a  ,Neurotoxic
P0DXT0,Alpha-elapitoxin-Pc1,Neurotoxic
P0DXT1,Myrmicitoxin-Pr1a -Pr1a,Non-toxic
P0DXT2,Myrmicitoxin-Pr2a -Pr2a,Non-toxic
P0DXT3,Myrmicitoxin-Pr2b -Pr2b,Non-toxic
P0DXT4,Myrmicitoxin-Pr2c -Pr2c,Non-toxic
P0DXT5,Myrmicitoxin-Pr2d -Pr2d,Non-toxic
P0DXT6,Myrmicitoxin-Pr3a -Pr3a,Non-toxic
P0DXT7,Myrmicitoxin-Pr3b -Pr3b,Non-toxic
P0DXT8,Myrmicitoxin-Pr4a -Pr4a,Non-toxic
P0DXT9,Myrmicitoxin-Pr4b -Pr4b,Non-toxic
P0DXU0,Myrmicitoxin-Pr4c -Pr4c,Non-toxic
P0DXU1,Myrmicitoxin-Pr5a -Pr5a,Non-toxic
P0DXU2,Myrmicitoxin-Pr6a -Pr6a,Non-toxic
P0DXU3,Myrmicitoxin-Pr6b -Pr6b,Non-toxic
P0DXW3,U-megalopygitoxin-Mo1 -Mo1 ,Neurotoxic
P0DXW4,U-megalopygitoxin-Mo2 -Mo2 ,Neurotoxic
P0DXW5,U-megalopygitoxin-Mo4 -Mo4 ,Neurotoxic
P0DXW6,U-megalopygitoxin-Mo5 -Mo5 ,Non-toxic
P0DXW9,U-megalopygitoxin-Mo28 -Mo28 ,Non-toxic
P0DXX0,U-megalopygitoxin-Mo3 -Mo3 ,Neurotoxic
P0DXZ8,Antimicrobial peptide Eval36,Non-toxic
P0DXZ9,Antimicrobial peptide Eval151,Non-toxic
P0DY00,Antimicrobial peptide Eval162,Non-toxic
P0DY02,Antimicrobial peptide Eval655,Non-toxic
P0DY03,Antimicrobial peptide Eval967,Non-toxic
P0DY15,Antimicrobial peptide Smp43,Non-toxic
P0DY17,Peptide Smp13,Non-toxic
P0DY24,U-stichotoxin-Hcr1a  ,Neurotoxic
P0DY25,U-stichotoxin-Hcr1b  ,Neurotoxic
P0DY38,Sea anemone sodium channel inhibitor type I ,Neurotoxic
P0DY39,Calitoxin ,Neurotoxic
P0DY40,Unknown 12C protein,Non-toxic
P0DY41,KTx type I  ,Neurotoxic
P0DY43,Putative neurotoxin NaH-Cpp1a ,Neurotoxic
P0DY44,Structural toxin peptide sea anemone type 9a ,Neurotoxic
P0DY55,U11-myrmicitoxin-Ta1a  ,Non-toxic
P10453,Delta-actitoxin-Afv1a   ,Cardiotoxic
P10455,Short neurotoxin C,Neurotoxic
P10808,Short neurotoxin 1 ,Neurotoxic
P12028,Myotoxin-1 ,Neurotoxic
P14534,Short neurotoxin 2  ,Neurotoxic
P14613,Short neurotoxin 1 ,Neurotoxic
P15221,Toxin BeI2 ,Neurotoxic
P15227,Neurotoxin BmK-M3      ,Neurotoxic
P15230,Peptide 2 ,Neurotoxic
P15970,Omega-agatoxin-Aa1b    ,Neurotoxic
P15971,Omega-agatoxin-Aa2a    ,Neurotoxic
P17696,Synergistic-like venom protein,Neurotoxic
P18927,Neurotoxin II.22.5,Neurotoxic
P19003,Cytotoxin homolog S3C2,Cardiotoxic
P19004,Cytotoxin homolog S4C8,Neurotoxic
P19960,Short neurotoxin D,Neurotoxic
P24159,Delta-conotoxin TxVIB ,Neurotoxic
P24331,Myotoxin-1 ,Neurotoxic
P24332,Myotoxin-2 ,Neurotoxic
P24333,Myotoxin-3 ,Neurotoxic
P24334,Myotoxin-4 ,Neurotoxic
P24742,Maticotoxin A  ,Neurotoxic
P25072,Phospholipase A2 1   ,Non-toxic
P25494,Short neurotoxin 1 ,Neurotoxic
P25495,Short neurotoxin A,Neurotoxic
P25496,Short neurotoxin B,Neurotoxic
P25669,Long neurotoxin 2 ,Neurotoxic
P25673,Long neurotoxin 5 ,Neurotoxic
P25676,Weak toxin CM-1c,Neurotoxic
P25677,Weak toxin CM-3,Neurotoxic
P25678,Weak toxin CM-2a,Neurotoxic
P25679,Weak toxin CM-9a,Neurotoxic
P25680,Weak toxin CM-10,Neurotoxic
P25681,Acetylcholinesterase toxin C ,Neurotoxic
P25682,Toxin S6C6,Neurotoxic
P29179,Weak neurotoxin 5,Neurotoxic
P29180,Weak neurotoxin 6,Neurotoxic
P29181,Weak neurotoxin 7,Neurotoxic
P29182,Weak neurotoxin 8,Neurotoxic
P31010,U7-ctenitoxin-Pn1b  ,Neurotoxic
P31859,Basic phospholipase A2   ,Neurotoxic
P34073,Alpha-elapitoxin-Aa2d   ,Neurotoxic
P35760,Venom allergen 5      ,Non-toxic
P35776,Venom allergen 2   ,Non-toxic
P35779,Venom allergen 3     ,Non-toxic
P35780,Venom allergen 5      ,Non-toxic
P35781,Venom allergen 5.01      ,Non-toxic
P35782,Venom allergen 5.02      ,Non-toxic
P35784,Venom allergen 5      ,Non-toxic
P35785,Venom allergen 5      ,Non-toxic
P35786,Venom allergen 5      ,Non-toxic
P35787,Venom allergen 5      ,Non-toxic
P36987,U1-plectoxin-Pt1e     ,Neurotoxic
P36989,U2-plectoxin-Pt1a     ,Neurotoxic
P36990,U3-plectoxin-Pt1a     ,Neurotoxic
P42718,Chemotactic peptide,Non-toxic
P43445,Short neurotoxin homolog,Neurotoxic
P45661,Leiurutoxin-3  ,Neurotoxic
P45664,Toxin CngtIII,Neurotoxic
P45665,Toxin CngtIV,Neurotoxic
P49122,Cytotoxin 7     ,Cardiotoxic
P49127,Delta-hormotoxin-Cpt1a   ,Neurotoxic
P56610,Toxin Tb4  ,Neurotoxic
P58370,Alpha-neurotoxin homolog 8 ,Neurotoxic
P58396,Kinin-like peptide-S,Neurotoxic
P58490,Potassium channel toxin alpha-KTx 6.5   ,Neurotoxic
P58570,Neurotoxin BmK 18,Neurotoxic
P58605,Omega-segestritoxin-Sf1a  ,Neurotoxic
P58625,Conotoxin Bt12.1 ,Neurotoxic
P58778,Toxin CsEv4  ,Neurotoxic
P58842,Conotoxin QcIIIB,Neurotoxic
P58849,Conotoxin au5b,Neurotoxic
P59848,Potassium channel toxin alpha-KTx 1.9  ,Neurotoxic
P59849,Potassium channel toxin alpha-KTx 2.6  ,Neurotoxic
P59850,Hongotoxin-4  ,Neurotoxic
P59851,Hongotoxin-5  ,Neurotoxic
P59853,Makatoxin-3    ,Neurotoxic
P59865,Toxin Cll7,Neurotoxic
P59866,Non-cysteinic peptide Bs 10   ,Non-toxic
P59887,Chlorotoxin-like peptide Bs 14 ,Neurotoxic
P59891,Babycurus-toxin 1 ,Neurotoxic
P59896,Toxin BomPI ,Neurotoxic
P60237,Muscarinic toxin 2 ,Neurotoxic
P60255,Toxin Boma6a ,Neurotoxic
P60256,Toxin Boma6b ,Neurotoxic
P60257,Toxin Boma6c ,Neurotoxic
P60258,Toxin Boma6d ,Neurotoxic
P60259,Toxin Boma6e ,Neurotoxic
P60260,Toxin TdII-1,Neurotoxic
P60261,Toxin TdII-2,Neurotoxic
P60262,Toxin TdII-3,Neurotoxic
P60263,Toxin TdII-4,Neurotoxic
P60264,Toxin II.9,Neurotoxic
P60265,Beta-toxin Cn9  ,Neurotoxic
P60268,Insectotoxin-I3 ,Neurotoxic
P60269,Insectotoxin-I4 ,Neurotoxic
P60270,Insectotoxin-I5 ,Neurotoxic
P60271,Toxin PBITx1 ,Neurotoxic
P60277,Neurotoxin BTN,Neurotoxic
P60306,Cytotoxin SP13b,Cardiotoxic
P60307,Cytotoxin SP15a,Cardiotoxic
P60308,Cytotoxin SP15c,Cardiotoxic
P60309,Cytotoxin SP15d,Cardiotoxic
P60311,Cytotoxin KJC3,Cardiotoxic
P60774,Short neurotoxin 1 ,Neurotoxic
P60814,Probable weak neurotoxin NNAM2I,Neurotoxic
P61097,Mu-segestritoxin-Sf1c  ,Neurotoxic
P61098,Mu-segestritoxin-Sf1d  ,Neurotoxic
P61099,Mu-segestritoxin-Sf1e  ,Neurotoxic
P61100,Mu-segestritoxin-Sf1f  ,Neurotoxic
P61101,Mu-segestritoxin-Sf1g  ,Neurotoxic
P61102,Mu-segestritoxin-Sf1h  ,Neurotoxic
P61229,U1-ctenitoxin-Pn1a  ,Neurotoxic
P61504,U1-segestritoxin-Sf1a  ,Neurotoxic
P61506,U1-theraphotoxin-Lp1b   ,Neurotoxic
P61509,Omega-theraphotoxin-Asp1f   ,Neurotoxic
P61510,Omega-theraphotoxin-Asp1g   ,Neurotoxic
P62389,Toxin 5,Neurotoxic
P68413,Short neurotoxin 1 ,Neurotoxic
P68420,U3-theraphotoxin-Hs1a    ,Neurotoxic
P68422,U1-theraphotoxin-Hs1f    ,Neurotoxic
P68423,U4-theraphotoxin-Hs1a    ,Neurotoxic
P69494,Conotoxin Cp1.1,Neurotoxic
P69495,Conotoxin Im11.4,Neurotoxic
P69496,Conotoxin Im11.2,Neurotoxic
P69497,Conotoxin Im11.1,Neurotoxic
P69498,Conotoxin Mi11.1,Neurotoxic
P69499,conotoxin S11.3,Neurotoxic
P69500,Kappa-conotoxin-like 1,Neurotoxic
P69501,Kappa-conotoxin-like 2,Neurotoxic
P69748,Delta-conotoxin-like AVIA ,Neurotoxic
P69750,Delta-conotoxin-like CnVIA ,Neurotoxic
P69751,Delta-conotoxin-like CVIE ,Neurotoxic
P69752,Delta-conotoxin-like EVIB  ,Neurotoxic
P69753,Delta-conotoxin-like MVIA ,Neurotoxic
P69754,Delta-conotoxin-like MVIB ,Neurotoxic
P69755,Delta-conotoxin-like MVIC ,Neurotoxic
P69756,Delta-conotoxin-like MVID ,Neurotoxic
P69757,Delta-conotoxin-like SmVIA ,Neurotoxic
P69760,Conotoxin Vc6.3,Neurotoxic
P69761,Omega-conotoxin-like Vc6.4,Neurotoxic
P69763,Conotoxin Vc6.6,Neurotoxic
P69766,Conotoxin vc5c ,Neurotoxic
P69767,Conotoxin Vc5.3,Neurotoxic
P79688,Cardiotoxin homolog TA-ctx-like,Neurotoxic
P80076,Toxin Cn3  ,Neurotoxic
P80156,Long neurotoxin 4 ,Non-toxic
P80163,Bibrotoxin ,Neurotoxic
P80495,Adrenergic toxin rho-elapitoxin-Dp1a   ,Neurotoxic
P80899,Protein C activator   ,Neurotoxic
P81031,Muscarinic toxin 3 ,Neurotoxic
P81596,Omega-hexatoxin-Hv1c   ,Neurotoxic
P81597,Omega-hexatoxin-Hv1d   ,Neurotoxic
P81598,Omega-hexatoxin-Hv1e   ,Neurotoxic
P81656,Venom allergen 5     ,Non-toxic
P81657,Venom allergen 5     ,Non-toxic
P81745,Omega-agatoxin-Aa3c    ,Neurotoxic
P81746,Omega-agatoxin-Aa3d    ,Neurotoxic
P81789,Omega-ctenitoxin-Pn2a    ,Neurotoxic
P81793,U6-ctenitoxin-Pn1a  ,Neurotoxic
P81803,U1-hexatoxin-Hv1a   ,Neurotoxic
P81885,Delta-hexatoxin-Hv1b   ,Neurotoxic
P81946,Thrombostatin  ,Neurotoxic
P81990,Cysteine-rich venom protein ascarin,Non-toxic
P81991,Cysteine-rich venom protein asurin-1,Non-toxic
P81992,Cysteine-rich venom protein asurin-2,Non-toxic
P81993,Cysteine-rich venom protein bucarin,Non-toxic
P81994,Cysteine-rich venom protein tropirin ,Non-toxic
P81995,Cysteine-rich venom protein tripurin ,Non-toxic
P82141,Defensin-like peptide 3 ,Neurotoxic
P82464,Muscarinic toxin-like protein 3 ,Neurotoxic
P82656,Hadrurin    ,Non-toxic
P82803,Delta-actitoxin-Bcg1a    ,Cardiotoxic
P82885,Thaicobrin,Non-toxic
P83108,Neurotoxin,Neurotoxic
P83377,Venom allergen 5     ,Non-toxic
P83661,Peptide Cd-125,Non-toxic
P83717,2.39 kDa venom peptide,Neurotoxic
P83718,2.4 kDa venom peptide,Neurotoxic
P83894,U13-ctenitoxin-Pn1a  ,Neurotoxic
P84001,U3-ctenitoxin-Asp1a  ,Neurotoxic
P84013,U9-ctenitoxin-Pk1a  ,Neurotoxic
P84016,U6-ctenitoxin-Pr1a  ,Neurotoxic
P84017,U13-ctenitoxin-Pn1b  ,Neurotoxic
P84018,U13-ctenitoxin-Pn1c  ,Neurotoxic
P84027,U1-ctenitoxin-Asp1a  ,Neurotoxic
P84028,Delta-ctenitoxin-Asp2e  ,Neurotoxic
P84063,U5-ctenitoxin-Pk1b   ,Neurotoxic
P84464,Tetrapandin-2,Neurotoxic
P84465,Tetrapandin-1,Neurotoxic
P84676,Cryptide To27 ,Neurotoxic
P84677,Toxin To29 ,Non-toxic
P84678,Toxin To31 ,Neurotoxic
P84679,Toxin To33 ,Neurotoxic
P84680,Toxin To35 ,Non-toxic
P84681,Toxin To37 ,Neurotoxic
P84682,Toxin To39 ,Neurotoxic
P84683,Toxin To40 ,Neurotoxic
P84686,Toxin To46 ,Neurotoxic
P84689,Toxin To56 ,Non-toxic
P84690,Toxin To58 ,Non-toxic
P84691,Toxin To61 ,Non-toxic
P84692,Toxin To64 ,Non-toxic
P84694,Toxin To83 ,Non-toxic
P84716,Neurotoxin-like protein 1,Neurotoxic
P84746,1370.6 Da venom vasodilator peptide,Neurotoxic
P84851,Nephrotoxin PsTX-115 ,Non-toxic
P85006,50 kDa venom protease   ,Neurotoxic
P85016,Conotoxin Reg12a,Neurotoxic
P85018,Conotoxin Reg12f,Neurotoxic
P85019,Conotoxin Reg12g,Neurotoxic
P85020,Conotoxin Reg12h,Neurotoxic
P85022,Conotoxin Reg12d ,Neurotoxic
P85023,Conotoxin Reg12b ,Neurotoxic
P85029,U18-ctenitoxin-Co1a   ,Neurotoxic
P85030,U18-ctenitoxin-Co1b   ,Neurotoxic
P85031,Techylectin-like protein,Non-toxic
P85038,Bradykinin-potentiating peptide 2  ,Non-toxic
P85042,BPTI-like protein,Neurotoxic
P85099,Cysteine-rich venom protein   ,Non-toxic
P85145,U14-ctenitoxin-Co1b  ,Neurotoxic
P85146,U14-ctenitoxin-Co1c  ,Neurotoxic
P85235,U11-ctenitoxin-Co1a  ,Neurotoxic
P85236,U20-ctenitoxin-Co1a  ,Neurotoxic
P85237,U22-ctenitoxin-Co1a  ,Neurotoxic
P85267,U6-ctenitoxin-Co1a  ,Neurotoxic
P85271,U4-ctenitoxin-Co1b  ,Neurotoxic
P85272,U2-ctenitoxin-Co1a  ,Neurotoxic
P85273,U14-ctenitoxin-Co1a  ,Neurotoxic
P85274,U7-ctenitoxin-Co1a  ,Neurotoxic
P85275,U8-ctenitoxin-Co1a  ,Neurotoxic
P85276,U5-ctenitoxin-Co1a  ,Neurotoxic
P85842,Venom metalloproteinase  ,Non-toxic
P85843,Alpha-amylase  ,Non-toxic
P85860,CRISP-1   ,Neurotoxic
P85875,Venom peptide PPM3,Non-toxic
P85879,Tachykinin-like peptide-I ,Non-toxic
P85880,Tachykinin-like peptide-II ,Non-toxic
P86106,Potassium channel toxin alpha-KTx 6 OcyKTx5,Neurotoxic
P86107,Venom peptide Ocy2,Neurotoxic
P86109,Venom peptide Ocy4,Neurotoxic
P86111,Venom peptide Ocy5,Neurotoxic
P86114,Venom peptide Ocy8,Neurotoxic
P86117,Toxin OcyKTx3,Neurotoxic
P86118,Venom peptide OcyTx1,Neurotoxic
P86119,Phospholipase A2 1   ,Neurotoxic
P86263,Conotoxin 5,Neurotoxic
P86274,Hyaluronidase-Pk1a   ,Non-toxic
P86348,Alkaline phosphatase ,Non-toxic
P86446,Helokinestatin-1,Non-toxic
P86447,Helokinestatin-1 ,Non-toxic
P86462,Toxin Bcg III 28.78 ,Neurotoxic
P86463,Toxin Bcg III 25.52 ,Neurotoxic
P86464,Toxin Bcg III 29.21 ,Neurotoxic
P86466,Toxin Bcg III 21.00  ,Neurotoxic
P86468,Toxin Bcs III 15.09,Neurotoxic
P86469,Toxin Bcg III 15.67,Neurotoxic
P86470,Toxin BcV,Neurotoxic
P86529,Phospholipase A2 1    ,Non-toxic
P86530,Vipera russelli proteinase RVV-V homolog 1    ,Neurotoxic
P86531,Vipera russelli proteinase RVV-V homolog 2      ,Neurotoxic
P86532,Vipera russelli proteinase RVV-V homolog 4    ,Neurotoxic
P86533,C-type lectin domain-containing protein 1 ,Neurotoxic
P86534,C-type lectin domain-containing protein 2 ,Neurotoxic
P86537,Cysteine-rich venom protein   ,Neurotoxic
P86539,Cytotoxin 3a ,Cardiotoxic
P86542,Phospholipase A2 3    ,Neurotoxic
P86543,Cysteine-rich venom protein      ,Neurotoxic
P86544,Muscarinic toxin-like protein 1   ,Neurotoxic
P86821,Pape peptide,Non-toxic
P86824,Hypotensin-like peptide,Non-toxic
P86826,Venom peptide 3 ,Non-toxic
P86991,Venom protein,Non-toxic
Q05108,Venom allergen 5      ,Non-toxic
Q05109,Venom allergen 5      ,Non-toxic
Q09GJ8,Snaclec subunit A ,Non-toxic
Q0GY45,Potassium channel toxin TtrKIK,Neurotoxic
Q0GY46,Potassium channel toxin Ttr-beta-KTx ,Neurotoxic
Q0N4U3,Alpha/kappa-conotoxin-like fe14.2,Neurotoxic
Q0N4U4,Alpha/kappa-conotoxin-like fe14.1,Neurotoxic
Q0N4U5,Alpha/kappa-conotoxin-like pl14.3,Neurotoxic
Q0N4U6,Alpha/kappa-conotoxin-like pl14.2,Neurotoxic
Q0N4U7,Alpha/kappa-conotoxin-like pl14.1,Non-toxic
Q0PL65,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B5-B chain ,Non-toxic
Q1A3Q1,Conotoxin Lt5.10 ,Neurotoxic
Q1A3Q2,Conotoxin Lt5.11 ,Neurotoxic
Q1A3Q5,Conotoxin Lt5.8 ,Neurotoxic
Q1A3Q6,Conotoxin Lt5.7 ,Neurotoxic
Q1A3Q7,Conotoxin Lt5.9 ,Neurotoxic
Q1A3Q8,Conotoxin Lt5.6 ,Neurotoxic
Q1A3Q9,Conotoxin Lt5.2 ,Neurotoxic
Q1A3R0,Conotoxin Lt5.5 ,Neurotoxic
Q1A3R3,Conotoxin Lt5.1 ,Neurotoxic
Q1RPS8,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B6 chain,Neurotoxic
Q1ZYW0,Natriuretic peptide CnNP-b,Neurotoxic
Q1ZYW1,Natriuretic peptide CnNP-a,Neurotoxic
Q27J48,Ohanin-like protein,Non-toxic
Q27Q53,U1-sicaritoxin-Li1c  ,Neurotoxic
Q2ES48,Kunitz-type serine protease inhibitor 3  ,Neurotoxic
Q2ES49,Kunitz-type serine protease inhibitor 2  ,Non-toxic
Q2ES50,Kunitz-type serine protease inhibitor 1  ,Neurotoxic
Q2I2P1,Contulakin-Lt1,Non-toxic
Q2I2P2,Contulakin-Lt2,Non-toxic
Q2I2P3,Contryphan-Lt,Neurotoxic
Q2I2P4,Conotoxin Lt9a,Neurotoxic
Q2I2Q1,Conotoxin Lt3.5 ,Neurotoxic
Q2I2Q2,Conotoxin Lt3.4 ,Neurotoxic
Q2I2Q3,Conotoxin Lt3.3 ,Neurotoxic
Q2I2Q4,Conotoxin Lt3.2 ,Neurotoxic
Q2I2Q6,Conotoxin Lt15a ,Neurotoxic
Q2I2Q9,Conotoxin Lt7.1 ,Neurotoxic
Q2I2R0,Conotoxin Lt6.5 ,Neurotoxic
Q2I2R1,Conotoxin Lt6.4 ,Neurotoxic
Q2I2R2,Conotoxin Lt6.3 ,Neurotoxic
Q2I2R3,Conotoxin Lt6.2  ,Neurotoxic
Q2I2R4,Conotoxin Lt6.1 ,Neurotoxic
Q2L6Z1,Venom allergen 5   ,Non-toxic
Q2VBN0,Muscarinic toxin 38 ,Neurotoxic
Q2VBN1,Muscarinic toxin MTX6,Neurotoxic
Q2VBN2,Weak neurotoxin WNTX34,Neurotoxic
Q2VBN3,Weak neurotoxin WNTX33  ,Neurotoxic
Q2VBN4,Beta-cardiotoxin CTX23,Cardiotoxic
Q2VBN5,Beta-cardiotoxin CTX21,Cardiotoxic
Q2VBN7,Beta-cardiotoxin CTX14,Cardiotoxic
Q2VBN8,Beta-cardiotoxin CTX9,Cardiotoxic
Q2VBN9,Short neurotoxin SNTX26  ,Neurotoxic
Q2VBP0,Short neurotoxin SNTX14  ,Neurotoxic
Q2VBP1,Short neurotoxin SNTX11  ,Neurotoxic
Q2VBP2,Short neurotoxin SNTX6  ,Neurotoxic
Q2VBP3,Long neurotoxin LNTX37,Neurotoxic
Q2VBP4,Long neurotoxin LNTX28,Neurotoxic
Q2VBP5,Long neurotoxin LNTX22,Neurotoxic
Q2VBP6,Long neurotoxin LNTX8,Neurotoxic
Q2XXL4,Vespryn,Non-toxic
Q2XXN5,Cystatin-POGU1,Non-toxic
Q2XXP1,Cysteine-rich venom protein VAR11   ,Non-toxic
Q2XXP2,Cysteine-rich venom protein VAR10   ,Non-toxic
Q2XXP3,Cysteine-rich venom protein VAR9   ,Non-toxic
Q2XXP4,Cysteine-rich venom protein TRI1   ,Non-toxic
Q2XXP5,Cysteine-rich venom protein TEL1   ,Non-toxic
Q2XXQ0,Cysteine-rich venom protein LIO1   ,Non-toxic
Q2XXQ1,Cysteine-rich venom protein LEI1   ,Non-toxic
Q2XXQ2,Cysteine-rich venom protein ENH2   ,Non-toxic
Q2XXQ3,Cysteine-rich venom protein ENH1   ,Non-toxic
Q2XXQ4,Cysteine-rich venom protein DIS3   ,Non-toxic
Q2XXQ5,Cysteine-rich venom protein DIS2   ,Non-toxic
Q2XXQ6,Cysteine-rich venom protein DIS1   ,Non-toxic
Q2XXQ7,Cysteine-rich venom protein VAR8   ,Non-toxic
Q2XXQ8,Cysteine-rich venom protein VAR7   ,Non-toxic
Q2XXQ9,Cysteine-rich venom protein VAR6   ,Non-toxic
Q2XXR0,Cysteine-rich venom protein VAR5   ,Non-toxic
Q2XXR1,Cysteine-rich venom protein VAR4   ,Non-toxic
Q2XXR2,Cysteine-rich venom protein VAR3   ,Non-toxic
Q2XXR3,Cysteine-rich venom protein VAR2   ,Non-toxic
Q2XXR4,Cysteine-rich venom protein VAR1   ,Non-toxic
Q2XXR7,AVIToxin-VAR2,Neurotoxic
Q2XXR8,AVIToxin-VAR1,Neurotoxic
Q3BK15,Disintegrin CV-11-beta ,Neurotoxic
Q3BK16,Disintegrin CV-11-alpha ,Neurotoxic
Q3BK17,Disintegrin CV ,Neurotoxic
Q3C255,U-actitoxin-Aeq6b   ,Neurotoxic
Q3C257,U-actitoxin-Aeq5b   ,Neurotoxic
Q3SAE5,Natriuretic peptide HsNP-b,Non-toxic
Q3SAE6,Natriuretic peptide HsNP-a,Neurotoxic
Q3SAE7,Natriuretic peptide NsNP-b,Neurotoxic
Q3SAE8,Natriuretic peptide NsNP-a,Non-toxic
Q3SAF0,Natriuretic peptide PpNP-b,Non-toxic
Q3SAF1,Natriuretic peptide PpNP-a,Non-toxic
Q3SAF2,Natriuretic peptide PaNP-d,Non-toxic
Q3SAF4,Natriuretic peptide PaNP-b,Non-toxic
Q3SAF5,Natriuretic peptide PaNP-a,Non-toxic
Q3SAF8,Natriuretic peptide TNPd ,Non-toxic
Q3SAX8,Natriuretic peptide OsNP-d,Non-toxic
Q3SB03,Cysteine-rich venom protein pseudechetoxin-like ,Non-toxic
Q3SB04,Cysteine-rich venom protein pseudechetoxin-like ,Non-toxic
Q3SB05,Cysteine-rich venom protein pseudechetoxin-like ,Non-toxic
Q3SB06,Cysteine-rich venom protein pseudechetoxin-like   ,Non-toxic
Q3SB07,Cysteine-rich venom protein pseudechetoxin-like ,Non-toxic
Q3SB08,Calglandulin,Non-toxic
Q3SB09,Calglandulin,Non-toxic
Q3SB10,Calglandulin,Non-toxic
Q3SB11,Calglandulin,Non-toxic
Q3SB12,Calglandulin,Non-toxic
Q3SB13,Calglandulin,Non-toxic
Q3SB14,Calglandulin,Non-toxic
Q3SB15,Calglandulin,Non-toxic
Q3YED1,Conotoxin MaIr193,Neurotoxic
Q3YED3,Conotoxin LiCr173,Neurotoxic
Q3YED5,Conotoxin MaIr332,Neurotoxic
Q3YED6,Omega-conotoxin-like MaIr137,Neurotoxic
Q3YED8,Conotoxin ViKr92,Neurotoxic
Q3YEE1,Conotoxin MaIr94,Neurotoxic
Q3YEE2,Conotoxin CaHr91,Neurotoxic
Q3YEE3,Conotoxin MiEr92,Neurotoxic
Q3YEE4,Conotoxin MiEr93,Neurotoxic
Q3YEE5,Conotoxin MiEr95,Neurotoxic
Q3YEE6,Conotoxin LiCr95,Neurotoxic
Q3YEF0,Conotoxin CaFr179,Neurotoxic
Q3YEF1,Conotoxin MaIr34,Neurotoxic
Q3YEF3,Omega-conotoxin-like TeA61,Neurotoxic
Q3YEF4,Conotoxin MaI51,Neurotoxic
Q3YEF7,Conotoxin LeD51,Neurotoxic
Q3YEF8,Conotoxin LiC53,Neurotoxic
Q3YEF9,Conotoxin Bt6.6 ,Neurotoxic
Q3YEG0,Gamma-conotoxin-like TeA53,Neurotoxic
Q3YEG3,Conotoxin MiK42,Neurotoxic
Q3YEG4,Conotoxin MiK41,Neurotoxic
Q3YEG6,Conotoxin LiC42,Neurotoxic
Q3YEG7,Conotoxin Bt6.5 ,Neurotoxic
Q3YEG9,Conotoxin LiC121,Neurotoxic
Q3YEH0,Conotoxin LeDr243,Neurotoxic
Q3YEH1,Conotoxin LeDr192,Neurotoxic
Q3YEH2,Conotoxin TeAr193 ,Neurotoxic
Q3YEH3,Conotoxin Lt5.3  ,Neurotoxic
Q3YEH4,Conotoxin LiC33,Neurotoxic
Q3YEH6,Conotoxin Bt5.1 ,Neurotoxic
Q3ZU95,Phospholipase A1   ,Non-toxic
Q45KX2,Triatox ,Non-toxic
Q45RU7,Conotoxin,Neurotoxic
Q4JCS0,Disintegrin isoform D-3,Neurotoxic
Q4JCS1,Disintegrin isoform D-2,Neurotoxic
Q4LCS7,Toxin-like peptide AaF1CA26,Neurotoxic
Q4LCT1,Toxin-like peptide AaF1CA7,Neurotoxic
Q4LCT2,Toxin-like peptide AaF1CA5,Neurotoxic
Q4LCT3,Toxin-like peptide AaF1CA1,Neurotoxic
Q4VRI0,Scutelatoxin  ,Neurotoxic
Q53B46,Beta-cardiotoxin CTX15 ,Cardiotoxic
Q53B48,Short neurotoxin OH-46  ,Neurotoxic
Q53B49,Short neurotoxin OH-35,Neurotoxic
Q53B50,Short neurotoxin OH-32  ,Neurotoxic
Q53B54,Long neurotoxin OH-17,Neurotoxic
Q53B55,Long neurotoxin-like OH-31,Neurotoxic
Q53B56,Long neurotoxin OH-57,Neurotoxic
Q53B57,Long neurotoxin OH-56,Neurotoxic
Q53B61,Weak neurotoxin OH-72,Neurotoxic
Q5BLY4,Icarapin-like ,Non-toxic
